Name     long.(deg)  lat.(deg)  l(kpc)  Ndata  Npar  Rmax
M15         6.501000e+01        -2.731000e+01         1.094000e+01     1756    7   5.000000e+02 

rhos(Msol/kpc3) rs(kpc) Rvir(kpc) profile alpha beta gamma lightprofile L(Lsol) rL(kpc) alpha* beta* gamma* anisoprofile beta0 betainf raniso(kpc) eta chi2 
1.435208e+12  3.756754e-03  4.400000e-02  kEINASTO  6.845028e-01 3.000000e+00 1.000000e+00 kKING2D 7.300000e+10 5.500000e-04 1.000000e+00 3.000000e+00 1.000000e+00 kBAES 5.130245e-01 -3.164797e+00 3.732531e-01 2.231183e+00 -2.844669e+03
1.487035e+12  4.538589e-02  4.400000e-02  kEINASTO  8.432093e-01 3.000000e+00 1.000000e+00 kKING2D 7.300000e+10 5.500000e-04 1.000000e+00 3.000000e+00 1.000000e+00 kBAES 8.034606e-01 -9.462563e-01 1.141407e-03 1.179057e+00 -2.846194e+03
1.119320e+12  8.109718e-03  4.400000e-02  kEINASTO  6.418914e-01 3.000000e+00 1.000000e+00 kKING2D 7.300000e+10 5.500000e-04 1.000000e+00 3.000000e+00 1.000000e+00 kBAES 1.790630e-01 -4.484927e+00 2.860137e-01 1.825921e+00 -2.846603e+03
2.488449e+12  4.692062e-03  4.400000e-02  kEINASTO  7.768511e-01 3.000000e+00 1.000000e+00 kKING2D 7.300000e+10 5.500000e-04 1.000000e+00 3.000000e+00 1.000000e+00 kBAES 7.334494e-02 -5.190620e+00 5.550626e+00 1.719310e+00 -2.845698e+03
9.533957e+11  6.453565e-03  4.400000e-02  kEINASTO  4.203836e-01 3.000000e+00 1.000000e+00 kKING2D 7.300000e+10 5.500000e-04 1.000000e+00 3.000000e+00 1.000000e+00 kBAES 2.201309e-01 -5.758119e+00 6.255877e+00 3.638701e+00 -2.843273e+03
9.533957e+11  6.453565e-03  4.400000e-02  kEINASTO  4.203836e-01 3.000000e+00 1.000000e+00 kKING2D 7.300000e+10 5.500000e-04 1.000000e+00 3.000000e+00 1.000000e+00 kBAES 2.201309e-01 -5.758119e+00 6.255877e+00 3.638701e+00 -2.843273e+03
9.533957e+11  6.453565e-03  4.400000e-02  kEINASTO  4.203836e-01 3.000000e+00 1.000000e+00 kKING2D 7.300000e+10 5.500000e-04 1.000000e+00 3.000000e+00 1.000000e+00 kBAES 2.201309e-01 -5.758119e+00 6.255877e+00 3.638701e+00 -2.843273e+03
6.317799e+11  5.944057e-03  4.400000e-02  kEINASTO  1.864174e-01 3.000000e+00 1.000000e+00 kKING2D 7.300000e+10 5.500000e-04 1.000000e+00 3.000000e+00 1.000000e+00 kBAES -8.050496e-02 -7.488539e+00 9.927316e+00 1.789462e+00 -2.843606e+03
8.780600e+10  3.467812e+00  4.400000e-02  kEINASTO  9.906512e-01 3.000000e+00 1.000000e+00 kKING2D 7.300000e+10 5.500000e-04 1.000000e+00 3.000000e+00 1.000000e+00 kBAES 7.073493e-01 5.344971e-01 4.921759e-03 3.097201e+00 -2.845697e+03
1.996760e+11  3.850717e+00  4.400000e-02  kEINASTO  9.289359e-01 3.000000e+00 1.000000e+00 kKING2D 7.300000e+10 5.500000e-04 1.000000e+00 3.000000e+00 1.000000e+00 kBAES 6.690147e-01 -3.587538e-01 6.649355e-02 5.397755e-01 -2.844700e+03
1.996760e+11  3.850717e+00  4.400000e-02  kEINASTO  9.289359e-01 3.000000e+00 1.000000e+00 kKING2D 7.300000e+10 5.500000e-04 1.000000e+00 3.000000e+00 1.000000e+00 kBAES 6.690147e-01 -3.587538e-01 6.649355e-02 5.397755e-01 -2.844700e+03
1.996760e+11  3.850717e+00  4.400000e-02  kEINASTO  9.289359e-01 3.000000e+00 1.000000e+00 kKING2D 7.300000e+10 5.500000e-04 1.000000e+00 3.000000e+00 1.000000e+00 kBAES 6.690147e-01 -3.587538e-01 6.649355e-02 5.397755e-01 -2.844700e+03
6.714875e+11  7.387013e-02  4.400000e-02  kEINASTO  7.102892e-01 3.000000e+00 1.000000e+00 kKING2D 7.300000e+10 5.500000e-04 1.000000e+00 3.000000e+00 1.000000e+00 kBAES 5.345733e-01 -4.427981e-01 1.438448e-03 3.703350e+00 -2.844093e+03
1.391381e+12  7.267905e-03  4.400000e-02  kEINASTO  3.867098e-01 3.000000e+00 1.000000e+00 kKING2D 7.300000e+10 5.500000e-04 1.000000e+00 3.000000e+00 1.000000e+00 kBAES 4.864369e-01 -5.491738e+00 3.594917e-03 1.382653e+00 -2.844037e+03
1.391381e+12  7.267905e-03  4.400000e-02  kEINASTO  3.867098e-01 3.000000e+00 1.000000e+00 kKING2D 7.300000e+10 5.500000e-04 1.000000e+00 3.000000e+00 1.000000e+00 kBAES 4.864369e-01 -5.491738e+00 3.594917e-03 1.382653e+00 -2.844037e+03
1.261596e+09  2.209940e+00  4.400000e-02  kEINASTO  1.601291e-01 3.000000e+00 1.000000e+00 kKING2D 7.300000e+10 5.500000e-04 1.000000e+00 3.000000e+00 1.000000e+00 kBAES 2.244402e-01 -3.131240e+00 1.838117e-01 1.995735e+00 -2.845283e+03
1.242708e+11  5.433634e-02  4.400000e-02  kEINASTO  3.791476e-01 3.000000e+00 1.000000e+00 kKING2D 7.300000e+10 5.500000e-04 1.000000e+00 3.000000e+00 1.000000e+00 kBAES 4.042831e-01 -1.539054e+00 6.786993e+00 3.508015e+00 -2.845617e+03
